Concepts count,Axioms count,Probability axioms count,SAT proportion mean,Time mean,SAT proportion std,Time std
700,1.0142857142857142,10,0.968,0.04881524658203125,0.17599999999999916,0.01746139350574843
700,1.0285714285714285,10,0.956,0.04994140577316284,0.20509509989270916,0.01993711394838651
700,1.042857142857143,10,0.944,0.04932772827148438,0.22992172581119896,0.019340075708289193
700,1.0571428571428572,10,0.948,0.05079187107086182,0.22202702538204744,0.02002649553731153
700,1.0714285714285714,10,0.942,0.0509067120552063,0.23374344910606737,0.021632231305158664
700,1.0857142857142856,10,0.906,0.04948321199417114,0.2918287168871495,0.02082360332078076
700,1.1,10,0.92,0.05053342151641846,0.27129319932500995,0.022087620120620204
700,1.1142857142857143,10,0.916,0.05087422370910644,0.2773878151613716,0.021107472245587577
700,1.1285714285714286,10,0.91,0.05239085292816162,0.28618176042508264,0.02261928559190414
700,1.1428571428571428,10,0.91,0.05110004711151123,0.28618176042508287,0.021425108513042423
700,1.1571428571428573,10,0.876,0.051204596996307375,0.3295815528818339,0.022653046172813652
700,1.1714285714285715,10,0.888,0.05140984773635864,0.3153664535108307,0.023779947046904372
700,1.1857142857142857,10,0.866,0.051257871627807615,0.3406523154185209,0.02389942743910848
700,1.2,10,0.842,0.05023643064498901,0.36474100400146797,0.024372934506260165
700,1.2142857142857142,10,0.846,0.051638121128082276,0.36094874982468095,0.024391921084672485
700,1.2285714285714286,10,0.82,0.05277015972137451,0.3841874542459718,0.026545738578667155
700,1.2428571428571429,10,0.804,0.05004065561294556,0.3969685126052186,0.02532644574371035
700,1.2571428571428571,10,0.78,0.050212804794311526,0.41424630354416075,0.025370345963334644
700,1.2714285714285714,10,0.788,0.0517081732749939,0.4087248463208475,0.026812545736629497
700,1.2857142857142858,10,0.792,0.051626006126403806,0.405876828606905,0.02645221505325843
700,1.3,10,0.738,0.05205401802062988,0.43972263985380794,0.028575951207508582
700,1.3142857142857143,10,0.674,0.047544500350952146,0.4687472666586951,0.028646362933917445
700,1.3285714285714285,10,0.682,0.047380894660949704,0.46569947390994537,0.027291464415567134
700,1.3428571428571427,10,0.694,0.048521209239959714,0.4608296865437379,0.027486023962583764
700,1.3571428571428572,10,0.69,0.04859070158004761,0.46249324319388957,0.028833690618559345
700,1.3714285714285714,10,0.668,0.049704496383666995,0.4709309928216673,0.029201241579269843
700,1.3857142857142857,10,0.644,0.04674360990524292,0.47881520443695086,0.02722890756049982
700,1.4,10,0.616,0.04752587461471557,0.48635789291426307,0.029467713172678066
700,1.4142857142857144,10,0.614,0.0477352991104126,0.4868305660083384,0.029589995738950003
700,1.4285714285714286,10,0.606,0.04747362041473389,0.4886348329785767,0.02950943808514653
700,1.4428571428571428,10,0.576,0.045925259113311766,0.49419024676737744,0.029458623439438544
700,1.457142857142857,10,0.546,0.04627742052078247,0.49787950349456783,0.030907126659961884
700,1.4714285714285715,10,0.532,0.04503221035003662,0.49897494927100305,0.030504406038607858
700,1.4857142857142858,10,0.546,0.04485860204696655,0.49787950349456783,0.02952195949718234
700,1.5,10,0.558,0.04698247957229614,0.4966246067202052,0.030578376559909606
700,1.5142857142857142,10,0.524,0.045236554145812985,0.49942366784124115,0.03068937412041919
700,1.5285714285714285,10,0.524,0.04666669368743896,0.4994236678412411,0.03205737400177956
700,1.542857142857143,10,0.498,0.046851560592651366,0.4999959999839987,0.032655402518446765
700,1.5571428571428572,10,0.504,0.04579623746871948,0.4999839997439927,0.03176462973195216
700,1.5714285714285714,10,0.476,0.0443035364151001,0.4994236678412411,0.031063321414346593
700,1.5857142857142856,10,0.436,0.04370851278305054,0.4958870839213277,0.03259041462688591
700,1.6,10,0.416,0.042661852359771726,0.49289349762398,0.03165196145130389
700,1.6142857142857143,10,0.498,0.04771267080307007,0.49999599998399863,0.03236989243643327
700,1.6285714285714286,10,0.42,0.04498487186431885,0.4935585071701224,0.034180941251105726
700,1.6428571428571428,10,0.434,0.04410764026641846,0.49562485813364926,0.03140629893502703
700,1.6571428571428573,10,0.394,0.0429946346282959,0.48863483297857674,0.03293574694971199
700,1.6714285714285715,10,0.37,0.04142908382415771,0.48280430818293174,0.03010890435040862
700,1.6857142857142857,10,0.374,0.04181678438186646,0.48386361714846904,0.030945942845668366
700,1.7,10,0.378,0.042432472705841065,0.4848876158451546,0.032424714944272015
700,1.7142857142857142,10,0.352,0.04100360107421875,0.4775939698111775,0.03027226136057948
700,1.7285714285714286,10,0.368,0.04366091156005859,0.4822613399392491,0.03341945167136749
700,1.7428571428571429,10,0.396,0.04674478435516358,0.48906441293555825,0.03589554786704258
700,1.7571428571428571,10,0.334,0.03990948486328125,0.4716396929860745,0.029743307041822348
700,1.7714285714285714,10,0.336,0.04190965700149536,0.4723388614120176,0.03225142078020625
700,1.7857142857142858,10,0.34,0.04220500612258911,0.47370877129307987,0.032494743657193056
700,1.8,10,0.358,0.04373059797286987,0.4794121400215057,0.032947837823270584
700,1.8142857142857143,10,0.336,0.04244787979125977,0.4723388614120173,0.03367232479296828
700,1.8285714285714285,10,0.326,0.04225835657119751,0.4687472666586948,0.03306802498794883
700,1.8428571428571427,10,0.316,0.04332496738433838,0.46491289506745315,0.03437028779473669
700,1.8571428571428572,10,0.288,0.04122946310043335,0.4528310943387161,0.0326933450657218
700,1.8714285714285714,10,0.282,0.040742925643920895,0.4499733325431643,0.03209674281085909
700,1.8857142857142857,10,0.27,0.04033576726913452,0.44395945760846217,0.032289601252531414
700,1.9,10,0.304,0.04328061580657959,0.45998260836688143,0.03462751583810536
700,1.9142857142857144,10,0.234,0.03785020780563354,0.42337217669563343,0.029422610976622045
700,1.9285714285714286,10,0.24,0.039420942783355714,0.4270831300812514,0.03049523950264164
700,1.9428571428571428,10,0.26,0.040222379684448244,0.4386342439892258,0.03143489702319202
700,1.957142857142857,10,0.246,0.04142859601974487,0.4306785344082077,0.033109221263300556
700,1.9714285714285715,10,0.258,0.04156933975219727,0.43753399867895915,0.03270979335772491
700,1.9857142857142858,10,0.224,0.03904342222213745,0.4169220550654509,0.03136334637857695
700,2.0,10,0.262,0.04137794923782349,0.439722639853808,0.03369531228671756
700,2.0142857142857142,10,0.234,0.04081891870498657,0.42337217669563343,0.03342097689028061
700,2.0285714285714285,10,0.228,0.039985642910003664,0.4195426080864742,0.032268293375964825
700,2.0428571428571427,10,0.224,0.04052013778686524,0.41692205506545094,0.03313473378216506
700,2.057142857142857,10,0.23,0.04049575185775757,0.42083250825001495,0.033067239138287394
700,2.0714285714285716,10,0.206,0.039453133583068845,0.4044304637388233,0.03114607908505938
700,2.085714285714286,10,0.218,0.039161770343780516,0.4128873938497036,0.028435917166588515
700,2.1,10,0.184,0.038030532836914065,0.38748419322599487,0.029882382148463657
700,2.1142857142857143,10,0.2,0.03983634805679321,0.4000000000000007,0.03156216459791269
700,2.1285714285714286,10,0.184,0.03866396951675415,0.38748419322599487,0.0307837932558154
700,2.142857142857143,10,0.174,0.03830171346664429,0.37910948286741747,0.029676650204295742
700,2.157142857142857,10,0.19,0.038025488376617435,0.3923009049186603,0.02935840861524214
700,2.1714285714285713,10,0.194,0.040495222568511964,0.39542888108988755,0.03357909857744421
700,2.1857142857142855,10,0.212,0.04194798374176025,0.4087248463208476,0.034606309262972854
700,2.2,10,0.19,0.04030836391448975,0.3923009049186608,0.031245797109760644
700,2.2142857142857144,10,0.17,0.038240366458892824,0.375632799419858,0.030525789123355265
700,2.2285714285714286,10,0.192,0.04008180618286133,0.39387307600291643,0.03229915450370805
700,2.242857142857143,10,0.184,0.04127879190444946,0.38748419322599487,0.03356680468652532
700,2.257142857142857,10,0.156,0.03907816982269287,0.36285534307765055,0.031140011352132544
700,2.2714285714285714,10,0.184,0.041628191471099855,0.38748419322599487,0.033697332219061425
700,2.2857142857142856,10,0.144,0.038028677940368655,0.35108973211986666,0.028266439963670217
700,2.3,10,0.15,0.039349088191986084,0.35707142142714304,0.0302996476335094
700,2.3142857142857145,10,0.166,0.039526289463043214,0.37208063642172945,0.03079915741780772
700,2.3285714285714287,10,0.162,0.03972975921630859,0.3684508108282565,0.02987343904302393
700,2.342857142857143,10,0.146,0.03918318796157837,0.35310621631458033,0.031060264546532858
700,2.357142857142857,10,0.18,0.041892170429229734,0.3841874542459715,0.03286598217262291
700,2.3714285714285714,10,0.118,0.03597671318054199,0.3226081214104833,0.02474272937107683
700,2.3857142857142857,10,0.12,0.037393718242645264,0.3249615361854387,0.02712799024179772
700,2.4,10,0.136,0.04043519163131714,0.342788564570056,0.03305047460029806
700,2.414285714285714,10,0.122,0.03791500806808472,0.3272858078194048,0.027891814214693875
700,2.4285714285714284,10,0.132,0.03878419971466064,0.3384907679686392,0.02999236163171108
700,2.442857142857143,10,0.134,0.040859703540802005,0.34065231541852115,0.03372919795425829
700,2.4571428571428573,10,0.09,0.037261185169219974,0.286181760425083,0.026692054874346526
700,2.4714285714285715,10,0.104,0.03790879344940185,0.30526054445342093,0.028781309885432305
700,2.4857142857142858,10,0.14,0.040713324069976804,0.3469870314579482,0.03383861163385591
700,2.5,10,0.13,0.04051545238494873,0.3363034344160046,0.030749421859958815
700,2.5142857142857142,10,0.132,0.04074501037597656,0.3384907679686391,0.032576032559496544
700,2.5285714285714285,10,0.106,0.03912177658081055,0.3078376195334144,0.02881080335492235
700,2.5428571428571427,10,0.12,0.0392132043838501,0.3249615361854387,0.02958993287136374
700,2.557142857142857,10,0.12,0.04059927701950073,0.32496153618543877,0.03291106291724334
700,2.5714285714285716,10,0.102,0.03756155157089233,0.30264831075028426,0.024394665309833703
700,2.585714285714286,10,0.1,0.03922160482406616,0.29999999999999954,0.027515265661628555
700,2.6,10,0.112,0.04005104780197143,0.3153664535108311,0.03130104564973817
700,2.6142857142857143,10,0.1,0.039400057792663576,0.3000000000000002,0.025988892763206144
700,2.6285714285714286,10,0.098,0.03921449089050293,0.2973146481423356,0.029903966061088357
700,2.642857142857143,10,0.104,0.040153665065765384,0.30526054445342105,0.030274396266430546
700,2.657142857142857,10,0.112,0.040847339630126954,0.315366453510831,0.030675073494039105
700,2.6714285714285713,10,0.102,0.03986460590362549,0.30264831075028437,0.030329683147728524
700,2.6857142857142855,10,0.084,0.03978104543685913,0.2773878151613715,0.030176954219479482
700,2.7,10,0.098,0.0405801420211792,0.2973146481423353,0.031233457531143684
700,2.7142857142857144,10,0.09,0.04023295974731445,0.28618176042508253,0.029643757339266746
700,2.7285714285714286,10,0.098,0.040686556339263914,0.29731464814233516,0.029988910144346813
700,2.742857142857143,10,0.086,0.04005985355377197,0.2803640490505157,0.028619788761968197
700,2.757142857142857,10,0.076,0.039193169593811035,0.26499811320082944,0.02854600356262448
700,2.7714285714285714,10,0.08,0.039648834228515624,0.2712931993250099,0.027914728690188476
700,2.7857142857142856,10,0.064,0.03778735733032226,0.24475293665245448,0.0244089855273965
700,2.8,10,0.1,0.04170434522628784,0.2999999999999996,0.03213856801682857
700,2.8142857142857145,10,0.076,0.03985937452316284,0.2649981132008302,0.027196042352028243
700,2.8285714285714287,10,0.076,0.03966482400894165,0.2649981132008302,0.027453170382623397
700,2.842857142857143,10,0.08,0.04119495677947998,0.27129319932501,0.030653049432791495
