moving_param,concepts_count,axioms_count,prob_axioms_count,time_mean,time_std
axioms_count,60,34,10,0.0213162899017334,0.0
axioms_count,60,35,10,0.018243789672851562,0.0
axioms_count,60,36,10,0.019437074661254883,0.0
axioms_count,60,37,10,0.018512487411499023,0.0
axioms_count,60,38,10,0.01712656021118164,0.0
axioms_count,60,39,10,0.011164188385009766,0.0
axioms_count,60,40,10,0.018982410430908203,0.0
axioms_count,60,41,10,0.019710540771484375,0.0
axioms_count,60,42,10,0.013957023620605469,0.0
axioms_count,60,43,10,0.022632360458374023,0.0
axioms_count,60,44,10,0.016337871551513672,0.0
axioms_count,60,45,10,0.011121273040771484,0.0
axioms_count,60,46,10,0.019113779067993164,0.0
axioms_count,60,47,10,0.018958330154418945,0.0
axioms_count,60,48,10,0.0201570987701416,0.0
axioms_count,60,49,10,0.018454313278198242,0.0
axioms_count,60,50,10,0.014257431030273438,0.0
axioms_count,60,51,10,0.019419431686401367,0.0
axioms_count,60,52,10,0.013859987258911133,0.0
axioms_count,60,53,10,0.014009237289428711,0.0
axioms_count,60,54,10,0.008052349090576172,0.0
axioms_count,60,55,10,0.01274871826171875,0.0
axioms_count,60,56,10,0.011174917221069336,0.0
axioms_count,60,57,10,0.012235641479492188,0.0
axioms_count,60,58,10,0.021791696548461914,0.0
axioms_count,60,59,10,0.00751495361328125,0.0
axioms_count,60,60,10,0.013391494750976562,0.0
axioms_count,60,61,10,0.020667314529418945,0.0
axioms_count,60,62,10,0.007109880447387695,0.0
axioms_count,60,63,10,0.021982192993164062,0.0
axioms_count,60,64,10,0.019238710403442383,0.0
axioms_count,60,65,10,0.02010822296142578,0.0
axioms_count,60,66,10,0.022080421447753906,0.0
axioms_count,60,67,10,0.022850990295410156,0.0
axioms_count,60,68,10,0.012720346450805664,0.0
axioms_count,60,69,10,0.016873836517333984,0.0
axioms_count,60,70,10,0.0182797908782959,0.0
axioms_count,60,71,10,0.008293628692626953,0.0
axioms_count,60,72,10,0.02133488655090332,0.0
axioms_count,60,73,10,0.008548259735107422,0.0
axioms_count,60,74,10,0.007539033889770508,0.0
axioms_count,60,75,10,0.018227338790893555,0.0
axioms_count,60,76,10,0.009065866470336914,0.0
axioms_count,60,77,10,0.01661229133605957,0.0
axioms_count,60,78,10,0.028640031814575195,0.0
axioms_count,60,79,10,0.015256404876708984,0.0
axioms_count,60,80,10,0.021285295486450195,0.0
axioms_count,60,81,10,0.008680105209350586,0.0
axioms_count,60,82,10,0.00921010971069336,0.0
axioms_count,60,83,10,0.026935577392578125,0.0
axioms_count,60,84,10,0.008948564529418945,0.0
axioms_count,60,85,10,0.00882863998413086,0.0
axioms_count,60,86,10,0.0070896148681640625,0.0
axioms_count,60,87,10,0.04275202751159668,0.0
axioms_count,60,88,10,0.021363496780395508,0.0
axioms_count,60,89,10,0.022165775299072266,0.0
axioms_count,60,90,10,0.018054485321044922,0.0
axioms_count,60,91,10,0.014928817749023438,0.0
axioms_count,60,92,10,0.009883403778076172,0.0
axioms_count,60,93,10,0.021934986114501953,0.0
axioms_count,60,94,10,0.008435487747192383,0.0
axioms_count,60,95,10,0.007426261901855469,0.0
axioms_count,60,96,10,0.00869894027709961,0.0
axioms_count,60,97,10,0.03298616409301758,0.0
axioms_count,60,98,10,0.00864100456237793,0.0
axioms_count,60,99,10,0.01315760612487793,0.0
axioms_count,60,100,10,0.01675891876220703,0.0
axioms_count,60,101,10,0.019416093826293945,0.0
axioms_count,60,102,10,0.008842229843139648,0.0
axioms_count,60,103,10,0.01013040542602539,0.0
axioms_count,60,104,10,0.01717376708984375,0.0
axioms_count,60,105,10,0.007662534713745117,0.0
axioms_count,60,106,10,0.008539676666259766,0.0
axioms_count,60,107,10,0.008227109909057617,0.0
axioms_count,60,108,10,0.015438556671142578,0.0
axioms_count,60,109,10,0.007677555084228516,0.0
axioms_count,60,110,10,0.01570892333984375,0.0
axioms_count,60,111,10,0.009802818298339844,0.0
axioms_count,60,112,10,0.007631778717041016,0.0
axioms_count,60,113,10,0.007608652114868164,0.0
axioms_count,60,114,10,0.009319067001342773,0.0
axioms_count,60,115,10,0.02080535888671875,0.0
axioms_count,60,116,10,0.010013580322265625,0.0
axioms_count,60,117,10,0.007577657699584961,0.0
axioms_count,60,118,10,0.021247386932373047,0.0
axioms_count,60,119,10,0.015302419662475586,0.0
axioms_count,60,120,10,0.009183168411254883,0.0
axioms_count,60,121,10,0.009013652801513672,0.0
axioms_count,60,122,10,0.0075550079345703125,0.0
axioms_count,60,123,10,0.008979558944702148,0.0
axioms_count,60,124,10,0.008203744888305664,0.0
axioms_count,60,125,10,0.009031057357788086,0.0
axioms_count,60,126,10,0.010283231735229492,0.0
axioms_count,60,127,10,0.010506629943847656,0.0
axioms_count,60,128,10,0.010102272033691406,0.0
axioms_count,60,129,10,0.018176794052124023,0.0
axioms_count,60,130,10,0.00782322883605957,0.0
axioms_count,60,131,10,0.008218526840209961,0.0
axioms_count,60,132,10,0.009010553359985352,0.0
axioms_count,60,133,10,0.008760929107666016,0.0
axioms_count,60,134,10,0.009011983871459961,0.0
axioms_count,60,135,10,0.009192705154418945,0.0
axioms_count,60,136,10,0.008103132247924805,0.0
axioms_count,60,137,10,0.008466720581054688,0.0
axioms_count,60,138,10,0.009943246841430664,0.0
axioms_count,60,139,10,0.012546300888061523,0.0
axioms_count,60,140,10,0.010754823684692383,0.0
axioms_count,60,141,10,0.008320331573486328,0.0
axioms_count,60,142,10,0.00841665267944336,0.0
axioms_count,60,143,10,0.008847951889038086,0.0
axioms_count,60,144,10,0.009344339370727539,0.0
axioms_count,60,145,10,0.007885456085205078,0.0
axioms_count,60,146,10,0.010996341705322266,0.0
axioms_count,60,147,10,0.00991368293762207,0.0
axioms_count,60,148,10,0.017425060272216797,0.0
axioms_count,60,149,10,0.008545398712158203,0.0
axioms_count,60,150,10,0.008364677429199219,0.0
axioms_count,60,151,10,0.00898599624633789,0.0
axioms_count,60,152,10,0.011165618896484375,0.0
axioms_count,60,153,10,0.00890970230102539,0.0
axioms_count,60,154,10,0.008935928344726562,0.0
axioms_count,60,155,10,0.022150754928588867,0.0
axioms_count,60,156,10,0.009315967559814453,0.0
axioms_count,60,157,10,0.008960247039794922,0.0
axioms_count,60,158,10,0.009766101837158203,0.0
axioms_count,60,159,10,0.008224725723266602,0.0
axioms_count,60,160,10,0.011949539184570312,0.0
axioms_count,60,161,10,0.00941324234008789,0.0
axioms_count,60,162,10,0.009229183197021484,0.0
axioms_count,60,163,10,0.029853343963623047,0.0
axioms_count,60,164,10,0.009260416030883789,0.0
axioms_count,60,165,10,0.009047746658325195,0.0
axioms_count,60,166,10,0.011818408966064453,0.0
axioms_count,60,167,10,0.008443593978881836,0.0
axioms_count,60,168,10,0.008333921432495117,0.0
axioms_count,60,169,10,0.009283304214477539,0.0
axioms_count,60,170,10,0.010124683380126953,0.0
axioms_count,60,171,10,0.010233163833618164,0.0
axioms_count,60,172,10,0.00910496711730957,0.0
axioms_count,60,173,10,0.010566949844360352,0.0
axioms_count,60,174,10,0.009531736373901367,0.0
axioms_count,60,175,10,0.010708332061767578,0.0
axioms_count,60,176,10,0.008301019668579102,0.0
axioms_count,60,177,10,0.009878158569335938,0.0
axioms_count,60,178,10,0.010884523391723633,0.0
axioms_count,60,179,10,0.01383519172668457,0.0
axioms_count,60,180,10,0.011110544204711914,0.0
axioms_count,60,181,10,0.009372472763061523,0.0
axioms_count,60,182,10,0.009052276611328125,0.0
axioms_count,60,183,10,0.009404897689819336,0.0
axioms_count,60,184,10,0.019457101821899414,0.0
axioms_count,60,185,10,0.02985548973083496,0.0
axioms_count,60,186,10,0.03885602951049805,0.0
axioms_count,60,187,10,0.03113532066345215,0.0
axioms_count,60,188,10,0.013681650161743164,0.0
axioms_count,60,189,10,0.00999903678894043,0.0
axioms_count,60,190,10,0.009332895278930664,0.0
axioms_count,60,191,10,0.010931253433227539,0.0
axioms_count,60,192,10,0.011303901672363281,0.0
axioms_count,60,193,10,0.009059667587280273,0.0
axioms_count,60,194,10,0.009350299835205078,0.0
axioms_count,60,195,10,0.00982809066772461,0.0
axioms_count,60,196,10,0.011464357376098633,0.0
axioms_count,60,197,10,0.011121749877929688,0.0
axioms_count,60,198,10,0.011096000671386719,0.0
axioms_count,60,199,10,0.008626222610473633,0.0
prob_axioms_count,60,100,1,0.0038497447967529297,0.0
prob_axioms_count,60,100,2,0.0053975582122802734,0.0
prob_axioms_count,60,100,3,0.01139378547668457,0.0
prob_axioms_count,60,100,4,0.004246711730957031,0.0
prob_axioms_count,60,100,5,0.006066560745239258,0.0
prob_axioms_count,60,100,6,0.011669158935546875,0.0
prob_axioms_count,60,100,7,0.02362847328186035,0.0
prob_axioms_count,60,100,8,0.016489505767822266,0.0
prob_axioms_count,60,100,9,0.006463289260864258,0.0
prob_axioms_count,60,100,10,0.008366584777832031,0.0
prob_axioms_count,60,100,11,0.011003494262695312,0.0
prob_axioms_count,60,100,12,0.010187149047851562,0.0
prob_axioms_count,60,100,13,0.01955723762512207,0.0
prob_axioms_count,60,100,14,0.0242464542388916,0.0
prob_axioms_count,60,100,15,0.019548654556274414,0.0
prob_axioms_count,60,100,16,0.022286653518676758,0.0
prob_axioms_count,60,100,17,0.005204916000366211,0.0
prob_axioms_count,60,100,18,0.005490779876708984,0.0
prob_axioms_count,60,100,19,0.023464679718017578,0.0
prob_axioms_count,60,100,20,0.00608062744140625,0.0
prob_axioms_count,60,100,21,0.03648519515991211,0.0
prob_axioms_count,60,100,22,0.006457805633544922,0.0
prob_axioms_count,60,100,23,0.027057647705078125,0.0
prob_axioms_count,60,100,24,0.03995251655578613,0.0
prob_axioms_count,60,100,25,0.005357265472412109,0.0
prob_axioms_count,60,100,26,0.03707122802734375,0.0
prob_axioms_count,60,100,27,0.03623533248901367,0.0
prob_axioms_count,60,100,28,0.0061724185943603516,0.0
prob_axioms_count,60,100,29,0.008618354797363281,0.0
prob_axioms_count,60,100,30,0.05421853065490723,0.0
prob_axioms_count,60,100,31,0.005365848541259766,0.0
prob_axioms_count,60,100,32,0.07948589324951172,0.0
prob_axioms_count,60,100,33,0.006930828094482422,0.0
prob_axioms_count,60,100,34,0.0060617923736572266,0.0
prob_axioms_count,60,100,35,0.051146745681762695,0.0
prob_axioms_count,60,100,36,0.00728154182434082,0.0
prob_axioms_count,60,100,37,0.042122840881347656,0.0
prob_axioms_count,60,100,38,0.0402674674987793,0.0
prob_axioms_count,60,100,39,0.013800382614135742,0.0
prob_axioms_count,60,100,40,0.08492207527160645,0.0
prob_axioms_count,60,100,41,0.16529226303100586,0.0
prob_axioms_count,60,100,42,0.12905478477478027,0.0
prob_axioms_count,60,100,43,0.01513671875,0.0
prob_axioms_count,60,100,44,0.0918283462524414,0.0
prob_axioms_count,60,100,45,0.015127897262573242,0.0
prob_axioms_count,60,100,46,0.0158078670501709,0.0
prob_axioms_count,60,100,47,0.016202688217163086,0.0
prob_axioms_count,60,100,48,0.05879855155944824,0.0
prob_axioms_count,60,100,49,0.13534784317016602,0.0
prob_axioms_count,60,100,50,0.017386913299560547,0.0
prob_axioms_count,60,100,51,0.016421794891357422,0.0
prob_axioms_count,60,100,52,0.018732786178588867,0.0
prob_axioms_count,60,100,53,0.019434213638305664,0.0
prob_axioms_count,60,100,54,0.09399056434631348,0.0
prob_axioms_count,60,100,55,0.16568636894226074,0.0
prob_axioms_count,60,100,56,0.20983672142028809,0.0
prob_axioms_count,60,100,57,0.018773794174194336,0.0
prob_axioms_count,60,100,58,0.01946401596069336,0.0
prob_axioms_count,60,100,59,0.01896977424621582,0.0
prob_axioms_count,60,100,60,0.160691499710083,0.0
prob_axioms_count,60,100,61,0.020607948303222656,0.0
prob_axioms_count,60,100,62,0.017990827560424805,0.0
prob_axioms_count,60,100,63,0.11102628707885742,0.0
prob_axioms_count,60,100,64,0.021098852157592773,0.0
prob_axioms_count,60,100,65,0.1507551670074463,0.0
prob_axioms_count,60,100,66,0.02128005027770996,0.0
prob_axioms_count,60,100,67,0.02359628677368164,0.0
prob_axioms_count,60,100,68,0.022298097610473633,0.0
prob_axioms_count,60,100,69,0.237138032913208,0.0
prob_axioms_count,60,100,70,0.18000388145446777,0.0
prob_axioms_count,60,100,71,0.3200547695159912,0.0
prob_axioms_count,60,100,72,0.023240089416503906,0.0
prob_axioms_count,60,100,73,0.02190876007080078,0.0
prob_axioms_count,60,100,74,0.17108845710754395,0.0
prob_axioms_count,60,100,75,0.1803147792816162,0.0
prob_axioms_count,60,100,76,0.02318096160888672,0.0
prob_axioms_count,60,100,77,0.023523569107055664,0.0
prob_axioms_count,60,100,78,0.02406787872314453,0.0
prob_axioms_count,60,100,79,0.011897802352905273,0.0
prob_axioms_count,60,100,80,0.011750936508178711,0.0
prob_axioms_count,60,100,81,0.013952016830444336,0.0
prob_axioms_count,60,100,82,0.012760162353515625,0.0
prob_axioms_count,60,100,83,0.014801025390625,0.0
prob_axioms_count,60,100,84,0.15524673461914062,0.0
prob_axioms_count,60,100,85,0.409290075302124,0.0
prob_axioms_count,60,100,86,0.026684999465942383,0.0
prob_axioms_count,60,100,87,0.3316311836242676,0.0
prob_axioms_count,60,100,88,0.027189016342163086,0.0
prob_axioms_count,60,100,89,0.02557826042175293,0.0
prob_axioms_count,60,100,90,0.023424148559570312,0.0
prob_axioms_count,60,100,91,0.19924545288085938,0.0
prob_axioms_count,60,100,92,0.02855229377746582,0.0
prob_axioms_count,60,100,93,0.028609037399291992,0.0
prob_axioms_count,60,100,94,0.02203845977783203,0.0
prob_axioms_count,60,100,95,0.014451980590820312,0.0
prob_axioms_count,60,100,96,0.24831318855285645,0.0
prob_axioms_count,60,100,97,0.03082752227783203,0.0
prob_axioms_count,60,100,98,0.02856302261352539,0.0
prob_axioms_count,60,100,99,0.32728099822998047,0.0
