Concepts count,Axioms count,Probability axioms count,SAT proportion,Time
40,4.75,10,0.024,0.010551246643066406
40,4.775,10,0.014,0.009593974113464356
40,4.8,10,0.008,0.010094011306762695
40,4.825,10,0.004,0.009227552890777587
40,4.85,10,0.012,0.009392390251159668
40,4.875,10,0.01,0.010095355987548828
40,4.9,10,0.018,0.009858474731445313
40,4.925,10,0.02,0.01042332124710083
40,4.95,10,0.006,0.00943095064163208
40,4.975,10,0.014,0.010015768527984619
