Concepts count,Axioms count,Probability axioms count,SAT proportion,Time
40,2.625,10,0.174,0.013607905864715577
40,2.65,10,0.128,0.011972061157226562
40,2.675,10,0.128,0.012171827316284179
40,2.7,10,0.132,0.012022475719451904
40,2.725,10,0.122,0.012176571369171142
40,2.75,10,0.134,0.01253853178024292
40,2.775,10,0.102,0.010848404407501221
40,2.8,10,0.104,0.011766685485839843
40,2.825,10,0.114,0.011616281986236572
40,2.85,10,0.114,0.011631709575653076
40,2.875,10,0.092,0.010400323390960694
40,2.9,10,0.098,0.010878089427947999
40,2.925,10,0.096,0.011126775741577149
40,2.95,10,0.1,0.011121699810028076
40,2.975,10,0.064,0.00947288179397583
40,3.0,10,0.1,0.01166023063659668
40,3.025,10,0.096,0.010620017051696778
40,3.05,10,0.104,0.011187294006347655
40,3.075,10,0.096,0.010524044513702393
40,3.1,10,0.096,0.01130625057220459
40,3.125,10,0.066,0.009289499282836913
40,3.15,10,0.068,0.009148058414459228
40,3.175,10,0.082,0.010278595447540282
40,3.2,10,0.078,0.009508115768432617
40,3.225,10,0.084,0.010241780757904053
40,3.25,10,0.062,0.00971690607070923
40,3.275,10,0.064,0.008967535972595215
40,3.3,10,0.062,0.009789102077484131
40,3.325,10,0.064,0.00924063777923584
40,3.35,10,0.074,0.010035865783691407
40,3.375,10,0.052,0.009118937492370605
40,3.4,10,0.062,0.009840477466583251
40,3.425,10,0.054,0.008976476192474365
40,3.45,10,0.078,0.01013673210144043
40,3.475,10,0.07,0.009961159706115722
40,3.5,10,0.062,0.009205079078674317
40,3.525,10,0.044,0.009054116725921631
40,3.55,10,0.064,0.009580034255981446
40,3.575,10,0.06,0.00921264934539795
40,3.6,10,0.042,0.00862555456161499
40,3.625,10,0.078,0.010212326526641845
40,3.65,10,0.054,0.009249735355377197
40,3.675,10,0.04,0.008539183139801025
40,3.7,10,0.044,0.009147606372833251
40,3.725,10,0.064,0.010036309242248536
40,3.75,10,0.036,0.008522097587585448
40,3.775,10,0.05,0.008893149852752686
40,3.8,10,0.028,0.008141996860504151
40,3.825,10,0.034,0.008512314319610595
40,3.85,10,0.044,0.008957240581512451
40,3.875,10,0.032,0.007899275779724121
40,3.9,10,0.032,0.008485541343688965
40,3.925,10,0.06,0.00968276834487915
40,3.95,10,0.03,0.008521544933319091
40,3.975,10,0.032,0.008041511058807373
40,4.0,10,0.032,0.008339653491973877
40,4.025,10,0.034,0.008823118686676025
40,4.05,10,0.028,0.008162567138671875
40,4.075,10,0.034,0.008569168090820313
40,4.1,10,0.034,0.008468172073364259
40,4.125,10,0.036,0.008553663253784179
40,4.15,10,0.024,0.008244313716888428
40,4.175,10,0.022,0.00826775074005127
40,4.2,10,0.022,0.007958897590637207
40,4.225,10,0.026,0.008132087230682374
40,4.25,10,0.022,0.00797326135635376
40,4.275,10,0.038,0.008542409420013428
40,4.3,10,0.018,0.007831629276275634
40,4.325,10,0.026,0.008128740310668946
40,4.35,10,0.022,0.008032266139984132
40,4.375,10,0.016,0.007783694744110108
40,4.4,10,0.03,0.008017241954803467
40,4.425,10,0.028,0.00839552927017212
40,4.45,10,0.018,0.007821996212005616
40,4.475,10,0.02,0.007942863941192627
40,4.5,10,0.006,0.007395617008209229
40,4.525,10,0.02,0.007970202922821044
40,4.55,10,0.016,0.0077152314186096195
40,4.575,10,0.02,0.008207332611083985
40,4.6,10,0.014,0.007496200561523438
40,4.625,10,0.016,0.008033349514007568
40,4.65,10,0.012,0.00764597225189209
40,4.675,10,0.018,0.00800309181213379
40,4.7,10,0.016,0.008097593307495116
40,4.725,10,0.008,0.007695643424987793
40,4.75,10,0.01,0.007605329990386963
40,4.775,10,0.012,0.007551428318023682
40,4.8,10,0.024,0.008618543148040772
40,4.825,10,0.014,0.0076371684074401855
40,4.85,10,0.012,0.007722597122192382
40,4.875,10,0.016,0.007749550819396973
40,4.9,10,0.004,0.007532017230987549
40,4.925,10,0.016,0.007991596221923828
40,4.95,10,0.012,0.007782728672027588
40,4.975,10,0.022,0.008429311752319335
