moving_param,concepts_count,axioms_count,prob_axioms_count,time_mean,time_std,iters_mean,iters_time_mean
concepts_count,10,10,10,0.01015772819519043,0.0032064310611761427,3.15,0.001309167152359372
concepts_count,30,10,10,0.011634159088134765,0.003497407952923352,4.05,0.0016134166708068243
concepts_count,50,10,10,0.01180877685546875,0.0032571399065354847,4.14,0.0016158947272906224
concepts_count,70,10,10,0.011923811435699462,0.0033588663984951074,4.02,0.0016699459670664193
concepts_count,90,10,10,0.012534387111663818,0.00411726692529509,4.38,0.0017006236390461995
concepts_count,110,10,10,0.011878297328948975,0.002639790294778186,4.04,0.0017412897424092374
concepts_count,130,10,10,0.012558822631835937,0.003726990911800307,4.25,0.0017510289114619055
concepts_count,150,10,10,0.012311289310455322,0.003720856999103975,3.97,0.0017658823217664434
concepts_count,170,10,10,0.01243577480316162,0.003719777597956912,4.05,0.0018000304632716708
concepts_count,190,10,10,0.013030822277069093,0.004339885307318525,4.16,0.0018358877121456086
concepts_count,210,10,10,0.012759387493133545,0.004546908719656221,3.98,0.0018510574187551227
concepts_count,230,10,10,0.012565937042236328,0.004105386639113451,3.85,0.0018955700870544193
concepts_count,250,10,10,0.012933475971221924,0.0027170719546212386,4.2,0.0019129956109183173
concepts_count,270,10,10,0.01358942747116089,0.004568242970950049,4.13,0.0019704899844669166
concepts_count,290,10,10,0.013558099269866944,0.00504059785929709,4.09,0.0020182073967797416
concepts_count,310,10,10,0.013937923908233642,0.004658924038037286,4.17,0.0021368714798064453
concepts_count,330,10,10,0.014304711818695068,0.006817614235573625,3.91,0.0021047898190362114
concepts_count,350,10,10,0.014369487762451172,0.006003809493870863,3.94,0.002328307127195692
concepts_count,370,10,10,0.014874222278594971,0.005815264420296667,4.16,0.0022683345306487306
concepts_count,390,10,10,0.015398085117340088,0.007147028506052667,4.13,0.0024236200669455143
axioms_count,10,10,10,0.010744481086730958,0.004324915742896951,3.35,0.0013726410809017362
axioms_count,10,30,10,0.006993107795715332,0.002947284193008057,0.74,0.0003049079804193406
axioms_count,10,50,10,0.006338722705841064,0.001964163565462607,0.03,2.063115437825521e-05
axioms_count,10,70,10,0.006521797180175782,0.001954177029395495,0.0,0.0
axioms_count,10,90,10,0.006640052795410157,0.0020359121984603774,0.0,0.0
axioms_count,10,110,10,0.0069856572151184085,0.0019835483814805233,0.0,0.0
axioms_count,10,130,10,0.007080657482147217,0.0021792997581977103,0.0,0.0
axioms_count,10,150,10,0.0074557304382324215,0.0029092512377253484,0.0,0.0
axioms_count,10,170,10,0.007816898822784423,0.0028419542909377577,0.0,0.0
axioms_count,10,190,10,0.007510981559753418,0.000766422599204071,0.0,0.0
axioms_count,10,210,10,0.008151905536651611,0.0037350095230764394,0.0,0.0
axioms_count,10,230,10,0.008211932182312011,0.003135711001334019,0.0,0.0
axioms_count,10,250,10,0.008170692920684815,0.0025717615361854325,0.0,0.0
axioms_count,10,270,10,0.00853559970855713,0.0026716407256757967,0.0,0.0
axioms_count,10,290,10,0.007972383499145507,0.0009361346890261731,0.0,0.0
axioms_count,10,310,10,0.008036346435546874,0.0005963605742303489,0.0,0.0
axioms_count,10,330,10,0.008506593704223632,0.0031669663554953916,0.0,0.0
axioms_count,10,350,10,0.009043264389038085,0.003899536227667755,0.0,0.0
axioms_count,10,370,10,0.008988821506500244,0.0039428450521512,0.0,0.0
axioms_count,10,390,10,0.008827180862426757,0.003283996336925762,0.0,0.0
prob_axioms_count,10,10,10,0.009783418178558349,0.00380841473509503,2.91,0.0011499748513812112
prob_axioms_count,10,10,30,0.022547504901885985,0.013219263836583365,4.94,0.002866874180506728
prob_axioms_count,10,10,50,0.07660701513290405,0.05609976753045933,5.11,0.008023363634535416
prob_axioms_count,10,10,70,0.11992043495178223,0.09543688298428185,5.77,0.011066988552674389
prob_axioms_count,10,10,90,0.1865321469306946,0.16356290998836293,6.58,0.015025022670615453
prob_axioms_count,10,10,110,0.2723372030258179,0.22633206353769936,6.64,0.025340012741671237
prob_axioms_count,10,10,130,0.3715595507621765,0.30362799832332105,7.39,0.031210579681753593
prob_axioms_count,10,10,150,0.5677509140968323,0.4770969930605161,8.49,0.04271506247609629
prob_axioms_count,10,10,170,0.7196086120605468,0.6919037655425694,8.41,0.05405663498572345
prob_axioms_count,10,10,190,1.1681403255462646,0.8855298412296403,10.21,0.08058803545721659
prob_axioms_count,10,10,210,1.6210913968086242,1.108956542925328,11.67,0.11240644907129627
prob_axioms_count,10,10,230,2.0289687728881836,1.4621300402781394,11.71,0.12818369003019303
prob_axioms_count,10,10,250,3.0083565378189085,2.0215184841346856,13.89,0.1729930967398018
prob_axioms_count,10,10,270,4.021886825561523,2.163367488480953,15.19,0.22663150607054558
prob_axioms_count,10,10,290,5.601733019351959,2.8236874223593005,16.45,0.3105934331944726
prob_axioms_count,10,10,310,6.116742568016052,3.9102301244588826,15.83,0.3215118259956512
prob_axioms_count,10,10,330,7.120584349632264,4.004367776313459,15.92,0.37689543290664074
prob_axioms_count,10,10,350,10.830534391403198,4.779351184181204,19.33,0.5129960013199506
prob_axioms_count,10,10,370,12.8874236702919,5.038778927448515,20.34,0.6107269071478184
prob_axioms_count,10,10,390,14.258612775802613,5.963459744382329,19.97,0.687257779031753
