moving_param,concepts_count,axioms_count,prob_axioms_count,time_mean,time_std,iters_mean,iters_time_mean
concepts_count,10,10,10,0.012018203735351562,0.003247701020620352,2.5,
concepts_count,11,10,10,0.014796566963195801,0.0052183447359581475,2.9,
concepts_count,12,10,10,0.014722347259521484,0.0037540127382197754,4.3,0.0020057215955522328
concepts_count,13,10,10,0.011737704277038574,0.004116046393101896,3.3,
concepts_count,14,10,10,0.016367340087890626,0.005545099160523609,4.3,0.0020848993460337324
concepts_count,15,10,10,0.014835524559020995,0.007461388721347995,4.1,
concepts_count,16,10,10,0.01524813175201416,0.003577301244856206,4.3,0.0020710015296936035
concepts_count,17,10,10,0.013146638870239258,0.003754057597765619,4.2,0.0017799973487854005
concepts_count,18,10,10,0.010666298866271972,0.002832704972211608,3.2,
concepts_count,19,10,10,0.011256790161132813,0.0016066123600421488,3.8,0.001665925184885661
concepts_count,20,10,10,0.01225874423980713,0.002906657537688654,3.7,
concepts_count,21,10,10,0.011507964134216309,0.0032315352865449603,4.2,0.0015849828720092773
concepts_count,22,10,10,0.011925244331359863,0.003036629219448623,4.6,0.0015852340062459309
concepts_count,23,10,10,0.009858989715576172,0.002250156308795188,3.1,
concepts_count,24,10,10,0.011574029922485352,0.0025847287647014646,4.2,0.0015489971637725828
concepts_count,25,10,10,0.01055455207824707,0.0035280630944814696,3.4,
concepts_count,26,10,10,0.009777283668518067,0.0027017714222310582,3.1,
concepts_count,27,10,10,0.010771608352661133,0.0017621494187907909,3.8,0.0015232435862223305
concepts_count,28,10,10,0.009802007675170898,0.0025161346920180108,3.1,
concepts_count,29,10,10,0.013397026062011718,0.005943527988124537,4.2,
concepts_count,30,10,10,0.011287999153137208,0.0022652046190380346,3.7,0.00165984312693278
concepts_count,31,10,10,0.015451145172119141,0.003960689101082766,4.2,0.0021080128351847333
concepts_count,32,10,10,0.01245427131652832,0.004827059830715052,3.2,0.0019567286968231205
concepts_count,33,10,10,0.01168515682220459,0.0029570062777378313,4.1,0.0016063167935325986
concepts_count,34,10,10,0.012047457695007324,0.002273589640081895,3.8,0.0017987815539042156
concepts_count,35,10,10,0.015189862251281739,0.002215026880669249,5.2,0.001869642393929618
concepts_count,36,10,10,0.014900445938110352,0.006537646925718797,3.9,0.0019024876753489176
concepts_count,37,10,10,0.01247267723083496,0.0033731533249444293,3.7,0.0018345721562703452
concepts_count,38,10,10,0.014511966705322265,0.0017155033507000603,4.5,0.0019815933136712936
concepts_count,39,10,10,0.013150811195373535,0.0028121502255911597,4.0,0.0019206841786702476
concepts_count,40,10,10,0.01297008991241455,0.0019448822039999816,4.4,0.0017310696556454615
concepts_count,41,10,10,0.011066198348999023,0.0032605609631016818,3.2,0.0017415920893351239
concepts_count,42,10,10,0.013197636604309082,0.0036636994360928787,3.9,0.001895857254664103
concepts_count,43,10,10,0.01104423999786377,0.0030479567303707037,3.5,0.0016364808877309164
