moving_param,concepts_count,axioms_count,prob_axioms_count,time_mean,time_std,iters_mean,iters_time_mean
concepts_count,10,10,10,0.00942389965057373,0.0032680800910163993,2.74,0.0010952914584250678
axioms_count,10,10,10,0.009994328022003174,0.0036142139708395036,3.08,0.0012518728015914796
prob_axioms_count,10,10,10,0.010045404434204102,0.0035854827907732855,3.0,0.0012481209607351391
prob_axioms_count,10,10,12,0.013323831558227538,0.004058580489131884,3.7,0.001473920077644557
prob_axioms_count,10,10,14,0.009149534702301025,0.004651153805025662,3.84,0.0015073612483720933
prob_axioms_count,10,10,16,0.009658246040344239,0.0047304249989239475,3.69,0.0015926488827145296
prob_axioms_count,10,10,18,0.011650140285491944,0.005576719563188257,4.21,0.0018556028623429549
prob_axioms_count,10,10,20,0.013360018730163575,0.008431149695362513,3.81,0.0020586046103447195
prob_axioms_count,10,10,22,0.012830846309661866,0.008224256633305844,3.74,0.0017767650144440788
prob_axioms_count,10,10,24,0.017069580554962157,0.00937042694121331,4.81,0.002279429189570538
prob_axioms_count,10,10,26,0.018156263828277588,0.010935001230076548,4.78,0.0023749783499244313
prob_axioms_count,10,10,28,0.0190663480758667,0.01142440800884697,4.64,0.0024838338352385016
prob_axioms_count,10,10,30,0.020668816566467286,0.01367066097487703,4.66,0.002543600988356305
prob_axioms_count,10,10,32,0.022863757610321046,0.012709733422119812,4.89,0.003031520536795666
prob_axioms_count,10,10,34,0.02382709503173828,0.01467902175511992,4.76,0.0030599578164872666
prob_axioms_count,10,10,36,0.028686702251434326,0.017920687889252662,5.4,0.003459276909177954
prob_axioms_count,10,10,38,0.06482573747634887,0.03702201933638708,5.39,0.007940858308457022
prob_axioms_count,10,10,40,0.06101668357849121,0.039897845998505155,4.64,0.007661197206859967
prob_axioms_count,10,10,42,0.06033290863037109,0.04232387818685841,4.36,0.007212126759025125
prob_axioms_count,10,10,44,0.07206682205200195,0.044981457251736016,5.27,0.0083097505727451
prob_axioms_count,10,10,46,0.07159431457519531,0.04778148599121574,5.11,0.008261840728308706
prob_axioms_count,10,10,48,0.0741662335395813,0.048261250394008776,5.16,0.008169816066434375
prob_axioms_count,10,10,50,0.06846445322036743,0.05417348860758935,4.61,0.007175030038622484
prob_axioms_count,10,10,52,0.08081201076507569,0.054142538373796525,5.37,0.008787439858837995
prob_axioms_count,10,10,54,0.07931241750717163,0.05544734808089773,5.13,0.00839689305136947
prob_axioms_count,10,10,56,0.07795541763305663,0.060403820296089095,4.97,0.008323004750025658
prob_axioms_count,10,10,58,0.08284701108932495,0.06223834138568963,5.28,0.00823633288284533
prob_axioms_count,10,10,60,0.09330816745758057,0.0640117024854971,5.67,0.009690038560100794
prob_axioms_count,10,10,62,0.0873434615135193,0.06348967124985591,5.13,0.009393448502728432
prob_axioms_count,10,10,64,0.06916489839553833,0.06695780909108957,3.84,0.0069133596218959505
prob_axioms_count,10,10,66,0.10852720975875854,0.07376547654096716,6.19,0.010588056144716735
prob_axioms_count,10,10,68,0.1045978307723999,0.07679493213409863,5.71,0.010113677284510873
prob_axioms_count,10,10,70,0.11254567384719849,0.08465086806329229,6.05,0.01120104048766529
prob_axioms_count,10,10,72,0.09410585165023803,0.08384783807782215,4.78,0.00917317348184761
prob_axioms_count,10,10,74,0.10018483400344849,0.0891371381930215,5.05,0.009582472504035445
prob_axioms_count,10,10,76,0.10500585556030273,0.08444062275036626,4.94,0.012005751112521272
prob_axioms_count,10,10,78,0.1337127709388733,0.09946262103246406,6.3,0.012129899308439114
prob_axioms_count,10,10,80,0.13288554430007934,0.100773348436895,6.13,0.012370808265488798
prob_axioms_count,10,10,82,0.11029259204864501,0.09749506548852424,4.86,0.010643205884728842
prob_axioms_count,10,10,84,0.09846785545349121,0.10800127309713704,4.22,0.00960372310261897
prob_axioms_count,10,10,86,0.14393966197967528,0.1152496440281627,6.01,0.012702814281518687
prob_axioms_count,10,10,88,0.14009294033050537,0.12529166507674705,5.68,0.013226195893793957
prob_axioms_count,10,10,90,0.125044584274292,0.1203865712462258,4.9,0.01285823887908643
prob_axioms_count,10,10,92,0.15572783708572388,0.12730063786770265,5.91,0.014003307525018487
prob_axioms_count,10,10,94,0.16630996704101564,0.1499913983956357,6.17,0.01377450037135696
prob_axioms_count,10,10,96,0.18007097959518434,0.15039820013613125,6.5,0.01603777370858962
prob_axioms_count,10,10,98,0.1767437958717346,0.16015594874986575,6.19,0.01354611205876053
prob_axioms_count,10,10,100,0.17971529722213744,0.16268307629352188,6.07,0.0165578584638288
prob_axioms_count,10,10,102,0.16841588735580446,0.16833777123151564,5.54,0.014712918148383531
prob_axioms_count,10,10,104,0.2431420874595642,0.17547097875012668,7.64,0.020794652881843324
prob_axioms_count,10,10,106,0.2192346429824829,0.1835808256045259,6.75,0.017192623636171644
prob_axioms_count,10,10,108,0.2266259503364563,0.18613140205564643,6.85,0.020293032504045037
prob_axioms_count,10,10,110,0.24632627487182618,0.20014299076518277,7.1,0.019785598638702315
prob_axioms_count,10,10,112,0.258253710269928,0.20038144577622335,7.33,0.02194306859040185
prob_axioms_count,10,10,114,0.22513530492782594,0.2303176164034858,5.87,0.019750379851797287
prob_axioms_count,10,10,116,0.22494874715805055,0.2151208915926317,5.93,0.01972766445941022
prob_axioms_count,10,10,118,0.2584375476837158,0.2463065206558801,6.64,0.021200935684199264
prob_axioms_count,10,10,120,0.2779406261444092,0.23907076949970743,6.88,0.0234288990142914
prob_axioms_count,10,10,122,0.29016690254211425,0.25870770428318457,7.05,0.022977235865809974
prob_axioms_count,10,10,124,0.28702295541763306,0.2744928932678642,6.72,0.026369421974852876
prob_axioms_count,10,10,126,0.2376173996925354,0.2840995110033539,5.37,0.018751975124870417
prob_axioms_count,10,10,128,0.33380415201187136,0.3103573930889639,7.31,0.02694208304552789
prob_axioms_count,10,10,130,0.33501381874084474,0.3131654273057758,7.22,0.025633303309583452
prob_axioms_count,10,10,132,0.3332029676437378,0.3183264410274591,6.94,0.02778550385792317
prob_axioms_count,10,10,134,0.43449663400650024,0.3543363676236948,8.86,0.03008091681733378
prob_axioms_count,10,10,136,0.3846293616294861,0.35133326955559424,7.45,0.03261855584950897
prob_axioms_count,10,10,138,0.3925874471664429,0.36485399249884054,7.4,0.02938923216217225
prob_axioms_count,10,10,140,0.40877078294754027,0.3388750112750127,7.61,0.03481304305842437
