moving_param,concepts_count,axioms_count,prob_axioms_count,time_mean,time_std,iters_mean,iters_time_mean
concepts_count,10,10,10,0.014463043212890625,0.005031934891705636,2.9,0.002098849614461263
axioms_count,10,10,10,0.009270906448364258,0.003452049471452563,2.1,0.0008565902709960938
prob_axioms_count,10,10,10,0.009159326553344727,0.004190878792469661,2.1,0.0008687780016944523
prob_axioms_count,10,10,15,0.011840128898620605,0.004879762693654455,4.5,0.001973844085420881
prob_axioms_count,10,10,20,0.010406923294067384,0.0066882581152527855,2.8,0.0016611886024475095
prob_axioms_count,10,10,25,0.012552094459533692,0.0071325268556455225,2.9,0.0018457126617431642
prob_axioms_count,10,10,30,0.025838422775268554,0.00970728621372255,5.9,0.0035023252831565
prob_axioms_count,10,10,35,0.016293144226074217,0.014802347213303814,2.6,0.0018929407710120791
prob_axioms_count,10,10,40,0.08221707344055176,0.03297805075344761,7.1,0.009629148926053729
prob_axioms_count,10,10,45,0.049548792839050296,0.05445163700011783,4.0,0.003998338608514695
prob_axioms_count,10,10,50,0.09388487339019776,0.043112450816850965,6.2,0.010888015374992833
prob_axioms_count,10,10,55,0.10096225738525391,0.04378888496180255,6.6,0.012747005025545755
prob_axioms_count,10,10,60,0.0959155797958374,0.06786445738583007,6.0,0.008481908942158127
prob_axioms_count,10,10,65,0.06948573589324951,0.07222043272614258,3.8,0.007984256148338318
prob_axioms_count,10,10,70,0.13025143146514892,0.08364352710528722,7.2,0.011822090866146506
prob_axioms_count,10,10,75,0.10007448196411133,0.0807945955531071,4.7,0.011563691184634253
prob_axioms_count,10,10,80,0.11563577651977539,0.10578710573076823,5.1,0.00973314160392398
prob_axioms_count,10,10,85,0.1189985990524292,0.1249220387215679,5.0,0.011458760670253209
prob_axioms_count,10,10,90,0.1451035976409912,0.1208093380126863,5.6,0.01490042132560653
prob_axioms_count,10,10,95,0.13844611644744872,0.0982787447144544,5.3,0.013858301546666531
prob_axioms_count,10,10,100,0.1918081283569336,0.1440866337567806,6.7,0.02024822303743073
prob_axioms_count,10,10,105,0.17889776229858398,0.15566084735285726,5.2,0.02015484360548166
prob_axioms_count,10,10,110,0.1941887617111206,0.22074570391773818,4.2,0.016653629825228736
prob_axioms_count,10,10,115,0.3052360057830811,0.25590089723001164,7.6,0.03299741202001407
prob_axioms_count,10,10,120,0.19316444396972657,0.22539081107589373,4.5,0.015450085250158157
prob_axioms_count,10,10,125,0.29210286140441893,0.22996728600181088,6.7,0.023644149113553573
prob_axioms_count,10,10,130,0.453033971786499,0.3556228844326711,9.8,0.02963774522896908
prob_axioms_count,10,10,135,0.6757254600524902,0.44700137581051397,12.9,0.04389892625946331
prob_axioms_count,10,10,140,0.49450228214263914,0.30917475887627355,9.2,0.04109629270794628
prob_axioms_count,10,10,145,0.49317357540130613,0.408301444674731,8.3,0.039212635471707294
prob_axioms_count,10,10,150,0.5037905454635621,0.45840752012494934,7.8,0.03909889872418064
prob_axioms_count,10,10,155,0.43484044075012207,0.46135156169987757,6.6,0.030835641778485127
prob_axioms_count,10,10,160,0.4048348665237427,0.40704995980649283,5.8,0.03821781804928413
prob_axioms_count,10,10,165,0.6194758176803589,0.47025154601628694,8.4,0.04874858796745913
prob_axioms_count,10,10,170,0.8677478551864624,0.6864344568204006,10.5,0.06381719403878741
prob_axioms_count,10,10,175,1.1813148736953736,0.7239182084222868,13.4,0.06733331018602334
prob_axioms_count,10,10,180,0.8337834358215332,0.6589378991826017,9.1,0.06139326889263956
prob_axioms_count,10,10,185,1.1212823390960693,0.7423191813261576,11.3,0.07643840224169404
prob_axioms_count,10,10,190,1.1073677778244018,1.2109604277416282,10.0,0.07313509798106896
prob_axioms_count,10,10,195,0.8581105470657349,0.9173711135994381,7.0,0.058263696386321374
